Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.365453394,06-01-2017,9,0,10,23.97,4.5,26.96,8.88,29.34,30.13,3361.5,,
0.000346228,11-12-2016,16,0,10,9.54,0.36,50.92,0.96,29.54,30.34,84.51,,
0.606789594,04-09-2016,17,0,10,4.27,-7.33,41.52,5.56,29.4,30.2,1810.25,,
0.735492988,6-23-2017,8,0.9,9.08,22.92,21.01,95.93,6,28.9,29.69,396.25,,
0.733975641,9-15-2017,6,0.11,3.69,15.59,15.35,97.79,3.28,29.24,30.03,23.15,,
0.0069192,1-23-2017,12,1,10,4.43,2.84,86.77,13.42,28.95,29.74,475,,
0.655047451,09-06-2017,6,0.83,10,9.21,9.08,88.84,7.16,29.22,30.01,61.95,,
0.97489105,4-14-2016,10,0,10,15.18,0.74,36.88,12.24,29.45,30.25,2952.75,,
0.676886211,10-30-2016,13,0.98,10,17.69,10.74,62.84,13.16,29.34,30.13,3423.25,,
0.622117925,08-07-2016,12,0.44,10,26.89,16.01,48.89,10.56,29.26,30.05,4132,,
0.41116673,09-11-2017,17,0,10,20.38,11.61,53.36,7.8,29.32,30.11,924.75,,
0.673203317,02-10-2016,11,0,10,-9.02,-13.98,65.6,13.04,29.29,30.08,3823.25,,
0.906318971,1-26-2017,16,1,10,0.26,-1.32,87.32,14.76,29.18,29.97,50.68,,
0.252081797,06-02-2017,16,0,10,29.49,4.88,19.76,5.24,29.24,30.03,2971.75,,
0.402009186,10-26-2017,6,0.14,10,1.9,1.09,95.56,5.4,29.07,29.86,0,,
0.857337399,5-18-2016,17,0.31,10,18.88,4.54,36.8,1.16,29.36,30.15,1488.5,,
0.298115319,10-15-2017,15,1,10,13.56,6.69,64.8,15.44,29.36,30.16,1229.25,,
0.457842808,08-02-2017,10,0.14,10,26.76,20.06,63.88,2.68,29.28,30.07,3461,,
0.227069469,4-18-2016,10,0,10,26.12,4.3,23.08,3.12,29.51,30.31,4045.5,,
0.15016776,10-20-2016,11,0.99,10,14.23,13.23,92.15,7.35,29.3,30.09,607.25,,
0.669155272,7-16-2017,14,1,10,29.17,22.82,66.04,5.68,29.18,29.97,1413,,
0.577134517,2-18-2016,10,0.71,6.32,3.19,-0.15,80.8,15.96,29.57,30.37,2403,,
0.555141705,01-12-2017,15,1,8.92,-1.14,-2.46,90.43,14.54,29.45,30.26,135.28,,
0.97314407,6-21-2017,7,0,10,22.03,18.41,78.68,4.36,29.18,29.97,362.5,,
0.280120015,05-06-2016,6,0.42,9.96,9.12,7.19,81.2,5.64,29.23,30.02,146.68,,
0.183670503,5-20-2017,16,0.39,10,24.68,19.51,70.04,10.76,29.1,29.89,2423.75,,
0.285927284,6-22-2017,7,0,10,25.21,21.82,77.72,10.24,29.13,29.92,291.25,,
0.758876542,04-02-2017,15,0.28,10,18.04,5.02,41.16,14.04,29.17,29.96,3134.25,,
0.675265391,10-03-2016,17,0.64,10,19.23,13.34,67.41,5,29.25,30.04,675.5,,
0.413850257,05-06-2017,10,0.65,10,13.94,5.56,56.24,15.16,29.02,29.81,3763,,
0.084609658,05-09-2017,14,0.02,10,25.46,17.58,70.61,14.08,29.08,29.87,2485,,
0.915240414,9-18-2016,13,0,10,27.45,11.57,36.24,1.08,29.19,29.98,3703.25,,
0.545706809,7-21-2016,17,0.19,10,31.08,26.1,75,11,29.22,30.04,1687,,
0.514874614,08-07-2017,8,0.74,10,21.33,17.23,73.64,7.24,29.23,30.02,1290.25,,
0.52189815,07-04-2017,16,0.83,10,25.2,22.31,85.57,5.56,29.24,30.03,691.75,,
0.082937053,04-03-2017,12,0.72,10,18.92,15.12,78.76,13.44,28.67,29.45,2052,,
0.972961296,10-27-2017,11,1,10,6.22,-0.8,60.8,16.36,29.1,29.89,1440.5,,
0.465122627,4-26-2017,9,0,10,24.84,13.8,46.92,22.12,28.7,29.48,3365,,
0.156401605,6-13-2017,7,0,10,28.21,23.33,71.88,9.16,29.23,30.02,1019.25,,
0.426222256,10-11-2016,12,0,10,24.04,9.72,37.8,11.08,29.37,30.16,3042.5,,
0.278599868,8-23-2017,11,0.28,10,24,11.06,43.4,9.16,29.3,30.09,4539.25,,
0.787852529,9-25-2016,14,0.64,9.43,27.26,19,54.75,11.86,29.19,29.98,647,,
0.590609609,07-08-2016,12,0.44,10,29.18,22.2,67,10,29.07,29.89,4320,,
0.885740473,04-07-2017,15,0,10,13.02,-1.52,36.2,13,29.31,30.1,4297.5,,
0.498299624,8-30-2016,17,0.28,10,25.42,23.32,22.25,5.76,8.53,30.06,743,,
0.178146638,5-26-2017,13,1,10,24.99,17.55,62.72,12.76,29.01,29.8,1585.25,,
0.755038484,4-17-2016,14,0,10,26.91,3.05,19.92,11,29.51,30.31,4594.5,,
0.831056739,11-04-2016,15,0,10,15.83,5.97,50.44,6.4,29.6,30.4,2680,,
0.567589773,10-01-2016,16,0.44,10,19.46,15.12,76,6.64,29.19,29.98,1225.25,,
0.207673787,5-13-2016,11,0.15,10,17.98,9.42,54.64,12.28,29.28,30.07,3306.75,,
0.799308477,12-12-2016,11,0.03,9.96,-2.5,-5.12,21.97,11.92,8.53,30.13,3465.25,,
0.666029074,10-28-2017,14,1,10,4.72,-0.5,69.04,12.76,29.14,29.93,728.5,,
0.518825934,08-02-2016,10,0.94,10,26.94,21.97,67.77,0.33,29.33,30.12,2871.75,,
0.655884874,6-16-2016,7,0.14,10,24.65,19.85,74.64,10.28,29.05,29.84,1019.75,,
0.139999618,08-08-2016,16,0,10,27.69,19.56,57.35,4.7,29.2,29.99,2081.5,,
0.425332234,1-29-2017,11,1,9.84,-1.95,-5.59,75,9,29.08,29.87,217,,
0.217070065,06-09-2017,8,0.28,10,25.09,12.1,42.56,13.2,29.1,29.89,2064.5,,
0.674602369,10-14-2017,7,0.92,10,17.71,14.96,83.76,6.92,29.29,30.08,57.78,,
0.241699724,6-20-2016,10,0.15,10,30.73,22.95,59.64,12.8,29.36,30.15,3767.5,,
0.921258146,3-20-2016,11,0.82,10,6.64,-2.22,52.64,12.8,29.38,30.17,4470,,
0.994239842,10-10-2016,9,0,10,17.92,10.9,63.64,1.08,29.56,30.36,2314.5,,
0.666928199,05-05-2016,10,0,10,13.88,7.6,63.68,14.36,29.19,29.98,2767.5,,
0.379769017,04-06-2016,11,1,4.8,9.38,8.18,91.41,13.29,28.84,29.62,260.25,,
0.592364322,10-16-2017,16,0,10,17.26,4.29,42.32,7.08,29.46,30.26,1829.25,,
0.862239414,8-31-2016,17,0.02,10,23.98,18.01,21.74,13.44,8.52,30.03,692.25,,
0.969504951,07-12-2016,11,0.67,10,29.44,24.88,74.67,14.89,29.07,29.86,3934.75,,
0.031839058,02-06-2016,14,0,10,7.49,0.37,59.76,10.76,29.4,30.2,3248.5,,
0.46332819,6-15-2016,15,0,10,32.69,22.95,55.84,13.36,28.97,29.76,2538.5,,
0.324696512,6-15-2016,13,0.55,10,32.04,25.64,68.56,10.04,28.99,29.78,3988.5,,
0.87358536,9-28-2016,17,1,10,14.05,11.04,79.6,9.08,29.22,30.01,206.5,,
0.147909233,3-28-2017,14,1,10,13.32,7.44,67.92,11.6,29.3,30.09,3721,,
0.663907184,9-19-2017,11,1,9.83,22.25,20.14,86.25,1.66,29.18,29.97,1064.5,,
0.400983452,8-30-2017,16,0,10,25.47,16.27,21.02,6.96,8.53,30.05,2911.75,,
0.835205545,5-26-2017,12,0.62,10,24.38,16.9,59.06,14.12,29,29.8,3236.75,,
0.104700805,7-16-2016,10,0.14,10,22.98,15.15,59.52,3.32,29.36,30.16,3900.5,,
0.363131302,12-07-2016,13,0.03,10,0.96,-3.68,21.54,11.32,8.53,30.14,1098.25,,
0.677335903,04-03-2017,7,1,10,12.69,9.74,79.24,8.56,28.81,29.59,68.05,,
0.443360039,11-30-2016,9,0,10,4.48,1.34,77.92,9.96,28.87,29.66,2590.75,,
0.654501347,10-20-2017,12,0,8.08,25.18,11.61,43.04,10.12,29.36,30.16,3780,,
0.779276676,2-26-2016,10,0.56,10,0.74,-4.4,65.6,8.28,29.51,30.31,3718.75,,
0.067650893,02-02-2016,10,0.99,5.22,3.95,2.22,87.26,20.18,28.95,29.75,205,,
0.647057884,10-15-2016,10,1,6.17,17.81,16.57,89.89,13.65,29.29,30.08,474.5,,
0.81842588,7-23-2016,16,0,10,30.3,25.89,70.22,6,29.16,29.95,2284,,
0.555678891,08-06-2016,12,0.44,10,26.57,19.4,63,5,29.18,30,2868.25,,
0.984722265,04-05-2017,14,1,9.65,10.95,10.23,92.89,12.19,28.74,29.53,893.25,,
0.285180289,4-24-2017,6,0,10,9.96,1.01,50.76,6.16,29.2,29.99,129.7,,
0.792852931,3-29-2017,17,1,10,12.54,7.35,68.28,17.68,29.18,29.97,183,,
0.706470114,04-12-2016,6,0,10,0.61,-2.59,77.2,5.72,29.52,30.33,64.65,,
0.50544496,8-31-2017,15,0.01,10,24.49,16.21,21.14,11.72,8.53,30.06,2680.5,,
0.328001778,6-28-2016,7,0,10,21.52,17.39,76.64,9.96,29.34,30.14,1038,,
0.334489355,08-12-2016,13,0.01,10,30.04,25.1,71.48,9.64,29.06,29.85,2343.5,,
0.213379292,3-28-2016,15,0.66,10,11.38,2.49,56.04,8.72,29.35,30.15,2658.25,,
0.748337849,08-04-2016,11,0,10,29.37,22.91,61.22,3.22,29.2,29.99,3381,,
0.464615992,4-26-2017,14,0.43,10,25.83,12.36,41.16,18.48,28.73,29.51,2651,,
0.312162183,04-07-2017,9,0,10,7.27,-1.03,55.64,15.2,29.34,30.13,3621.25,,
0.452689589,8-13-2017,15,0.28,10,25.82,13.87,46.24,3.2,29.22,30.01,3631.75,,
0.849529664,1-25-2017,17,1,10,4.12,0.79,76.64,20.36,28.84,29.63,0.14,,
0.592889715,07-11-2017,10,0.86,7.79,21.53,21.63,93.53,8.28,29.15,29.95,0,,
0.278909253,10-11-2016,13,0,10,24.96,8.36,32.56,10.76,29.34,30.13,2897.75,,
0.120230651,09-02-2016,11,0,10,23.22,13.57,54.6,12.92,29.42,30.22,4411.25,,
0.539491848,02-01-2016,9,0.92,10,1.97,0.41,86.12,5.56,29.24,30.04,923.75,,
0.41072766,8-28-2016,7,0,8,23.41,22.92,94.8,0,29.39,30.19,533,,
0.435991618,3-19-2016,14,1,10,7.72,-1.03,52,6.4,29.34,30.13,563.75,,
0.840479733,6-24-2017,15,0.43,10,24.33,9.39,38.56,17.48,29.27,30.06,1387.75,,
0.433328457,4-28-2017,7,0.99,10,10.3,8.89,88.56,7.56,29.14,29.93,274.33,,
0.646546808,3-13-2016,6,1,0.65,12.05,11.7,99.84,8.92,29,29.79,0,,
0.928728781,12-28-2016,10,0,10,2.97,-1.3,71.08,16.6,29.25,30.04,3037.75,,
0.138465397,02-11-2017,9,0,10,9.18,6.78,84.8,6.44,29.11,29.9,2443.25,,
0.675767113,7-18-2017,14,0,10,30.06,17.01,43.32,2.76,29.28,30.07,4363.25,,
0.750812001,5-31-2017,10,0,10,22.34,7.44,35.6,14.64,29.26,30.05,4374,,
0.371773712,3-18-2016,15,0.45,10,10.16,-2.81,38,7.24,29.28,30.07,2350,,
0.90989453,01-06-2017,11,0.63,10,-13.55,-18.1,65.35,7.38,29.5,30.3,656.25,,
0.03519796,7-22-2016,13,0,10,28.29,22.2,67,6,29.24,30.06,3564.75,,
0.296374621,6-24-2017,16,0.01,10,24.09,7.92,34.6,15.28,29.27,30.06,1123.25,,
0.104835171,01-10-2017,12,1,10,10.03,8.67,91.76,26.08,28.71,29.49,104.73,,
0.787673196,3-15-2016,14,0,10,22.7,14.8,60.8,21.36,28.78,29.56,4048.75,,
0.280374082,07-02-2017,12,0,10,29.51,16.12,42.48,8.72,29.3,30.09,1558.5,,
0.201899683,7-13-2017,14,0.71,10,28.59,23.82,72.32,6.08,29.26,30.05,2457,,
0.889686402,10-25-2017,14,0.46,10,10.51,4.15,65.16,3.44,28.99,29.78,724.75,,
0.600178212,5-28-2017,17,0.15,10,24.99,11.06,39.6,14.72,29,29.79,1890.25,,
0.825635318,11-15-2016,7,0.32,2.51,3.01,3.84,96.93,7.46,29.14,29.93,619,,
0.859373118,7-19-2017,11,0.42,10,29.72,24.8,72.88,5.04,29.32,30.12,4268,,
0.104556001,9-20-2017,15,0.43,10,33.31,20.23,45.44,12.2,29.11,29.9,2527.75,,
0.923388945,03-05-2016,12,1,9.93,6.3,1.66,71.16,14.59,29.3,30.1,1477.5,,
0.534720917,1-21-2017,16,0,10,15.2,11.28,74.04,8.4,28.74,29.52,192.95,,
0.659694405,04-01-2017,12,0.28,10,12.14,4.07,57.64,10.6,29.41,30.21,4325.5,,
0.525646164,11-22-2016,17,1,10,6.28,0.06,63,11.6,29.38,30.18,0,,
0.540913794,5-21-2016,14,0.28,10,25.08,4.2,25.76,17.32,29.29,30.08,4152,,
0.003738105,10-30-2016,10,0.84,10,15.94,11.68,75.19,13.5,29.33,30.13,1651.5,,
0.45027804,1-26-2017,12,1,10,0.4,-1.76,84.6,18.16,29.13,29.92,813.5,,
0.27392363,09-11-2017,16,0,10,21.86,11.13,48.76,11.08,29.34,30.13,2158.25,,
0.876964444,05-12-2017,13,0.28,10,20.98,9.8,47.4,12.28,29.14,29.93,0,,
0.074961,01-07-2017,12,0,10,-8.48,-12.91,68.68,13.36,29.73,30.53,1785.25,,
0.733717075,06-05-2016,12,0.75,10,23.42,16.88,64.56,16.32,28.97,29.76,3565.5,,
0.387572451,10-03-2017,7,1,10,20.8,16.88,77.92,11.72,29.51,30.31,317.63,,
0.26015928,6-17-2016,17,0,10,29.13,10.45,28.47,11.94,29.23,30.02,1886,,
0.463241816,2-21-2017,11,1,8.88,14.72,13.54,89.88,2.24,29.17,29.96,712.25,,
0.275169774,02-10-2017,15,0,10,9.02,3.28,67.48,14.32,28.98,29.77,1014.75,,
0.320157278,5-25-2017,11,1,9.96,16.08,13.61,80.88,11.76,28.89,29.67,1633.75,,
0.431052269,05-11-2016,13,0.29,10,24.74,18.63,68.72,8.84,29.22,30.01,4133,,
0.603441939,04-09-2017,17,0,10,22.17,11.98,51.12,23.76,28.95,29.73,711.5,,
0.615170798,5-29-2016,17,0.43,9.04,27.66,14.22,42.28,9.4,29.23,30.02,1672,,
0.390696345,09-09-2016,17,0.94,6.55,24.37,23.65,93.71,7,29.07,29.87,110.3,,
0.492108409,09-06-2016,6,0,5.51,21.97,21.52,97.61,4.57,29.34,30.13,39.26,,
0.566772905,7-15-2017,9,1,10,21.04,16.6,72.8,0.96,29.39,30.19,1554,,
0.363160598,4-13-2016,15,0,10,15.75,-0.65,31.36,6.04,29.41,30.21,3597.5,,
0.437369223,05-03-2016,13,0.91,10,17.88,5.34,41.72,9.6,29.13,29.92,2956,,
0.477061645,05-04-2016,12,0.99,10,13.86,5.97,58.4,20.32,28.98,29.77,2590.75,,
0.42335749,02-01-2017,6,0.32,10,1.22,-0.04,88.72,4.72,29.25,30.04,0,,
0.54714626,01-10-2017,16,1,10,10.97,9.23,86.34,33.48,28.76,29.54,27.54,,
0.637913653,10-25-2016,16,0.83,10,13.8,4.88,54.2,8.12,29.51,30.31,377,,
0.282417641,11-25-2016,11,1,10,4.74,1.5,74.8,6.4,29.54,30.34,706.75,,
0.842612125,5-20-2016,9,0,10,18.26,7.04,44.56,11.64,29.33,30.12,1479.5,,
0.759233626,6-30-2017,9,0.72,10,26.72,23.43,77.04,10.78,29.08,29.88,506,,
0.511366616,6-15-2017,10,0.28,10,26.2,19.44,64.52,12.6,29.1,29.89,0,,
0.060192799,04-02-2017,13,0,10,16.31,6.13,50.08,13.16,29.23,30.02,4433.25,,
0.136324958,3-30-2016,11,0.75,8.14,13.54,6.21,60.84,12.42,29.06,29.86,2049.25,,
0.443983844,3-27-2016,14,0.06,10,18.07,6.84,45.52,17,29.04,29.83,2560,,
0.354118982,02-06-2016,12,0,10,5.39,-0.72,63.4,7.76,29.45,30.25,4356.25,,
0.133581199,03-05-2016,9,1,3.32,4.23,2.63,86.96,8.64,29.27,30.06,1379.5,,
0.338116652,2-17-2017,15,0,10,20.31,4.66,34.52,18.12,28.92,29.71,2368.25,,
0.688290271,2-16-2017,12,0,10,7.56,-4.44,42.52,13.44,29.1,29.89,3091.75,,
0.013723015,01-05-2017,15,0.88,4.3,-10.16,-13.29,76.12,5.03,29.27,30.06,73.03,,
0.861597998,10-08-2017,12,0,10,24.83,12.19,46.08,10.76,29.02,29.81,4486.5,,
0.018218376,09-10-2017,15,0,10,23.42,8.74,38.88,8.56,29.53,30.33,3619.75,,
0.844637606,03-07-2016,10,1,6.6,10.15,8.92,91.76,14.84,29.17,29.96,738.25,,
0.135657418,04-08-2016,16,0.93,9.89,4.07,0.52,74.6,20.32,29.09,29.89,1494.25,,
0.719255312,8-14-2017,12,0.44,10,28,17.3,50.64,5.08,29.1,29.89,3706.75,,
0.696522895,6-22-2016,13,0.65,10,25.81,21.86,78.04,10.2,29.14,29.93,3169.75,,
0.959644362,3-16-2017,13,0,10,5.94,-5.63,42.48,10.04,29.5,30.3,4714.25,,
0.720406402,10-16-2017,11,0,10,16.2,4.73,47,6.76,29.55,30.35,4288.5,,
0.076069227,2-16-2017,15,0,10,10.61,-1.76,43.68,17,29,29.79,1072,,
0.885244349,11-20-2016,15,0,10,2.15,-5.52,55.52,8.44,29.51,30.31,843.75,,
0.473988926,08-04-2017,13,1,10,18.38,12.06,65.77,17.54,29.22,30.01,1797.25,,
0.418184134,04-07-2017,11,0,10,10.22,-1.48,20.75,14.4,8.53,30.13,4718,,
0.374477695,4-16-2017,14,0.75,9.11,20.22,17.36,81.52,13.37,29.23,30.03,1720,,
0.828157369,9-29-2016,10,1,10,16.28,14.25,81.47,7.5,29.34,30.13,1615.5,,
0.84310273,1-29-2017,9,1,9.39,-2.38,-5.62,75.76,11.35,29.06,29.85,215.5,,
0.532079259,08-04-2017,15,1,10,20.43,12.38,60.28,14.96,29.22,30.01,2998.5,,
0.182957444,5-25-2016,12,0.28,10,24.78,12.97,37.89,16.36,29.19,29.98,3675,,
0.711493324,12-02-2016,7,1,8.4,2.32,0.58,85.84,7.32,29.36,30.16,87.03,,
0.470487546,9-27-2017,11,0.2,10,22.96,14.27,59.26,9,29.31,30.1,3282,,
0.15226786,05-07-2016,16,0.28,10,20.32,6.25,40.83,16.64,29.04,29.83,2436.5,,
0.692284219,2-17-2016,12,1,10,1.69,-2.33,75.64,6.92,29.46,30.26,1040,,
0.64419536,03-09-2016,7,0.92,10,15.32,12.85,80.04,11.16,29.15,29.94,526,,
0.583238907,11-17-2016,13,0,10,22.91,12.06,48.56,16.48,29.02,29.81,2485.5,,
0.722198715,1-27-2017,14,1,10,-2.68,-5.28,79.04,17.04,29.15,29.94,235.25,,
0.027930184,07-04-2017,12,0.43,10,30.55,20.51,53.32,6,29.28,30.07,896.25,,
0.26070517,06-02-2016,6,0,10,18.98,15.58,74.48,3.44,29.27,30.06,274,,
0.964984494,9-27-2017,16,0,10,22.03,11.48,50.36,11.92,29.31,30.1,1036.75,,
0.079900166,02-10-2017,9,0,10,-1.59,-4.83,78.92,20.81,29.24,30.03,113.75,,
0.457217879,3-19-2017,17,0,10,12.15,1.54,46.8,13.44,29.39,30.19,1504.25,,
0.081729816,6-28-2017,9,0.49,10,23.25,13.92,55.24,14,29.26,30.05,710.75,,
0.319002651,8-19-2017,7,0.62,10,20.36,18.88,86.88,8.52,29.18,29.97,658.75,,
0.038635549,2-21-2016,17,1,10,6.53,2.47,71,11.84,29.31,30.11,22.7,,
0.25449987,9-27-2017,10,0.97,10,21.55,15.28,69.37,10.32,29.31,30.11,3352.5,,
0.811588067,11-08-2016,11,1,4.13,13.36,13.15,95.67,6.63,29.41,30.21,213.25,,
0.76523055,03-10-2016,7,1,10,8.91,7.58,88.88,9.68,29.24,30.03,168.6,,
0.624387375,4-29-2016,11,1,5.08,12.41,8.71,77.88,4.8,29.3,30.09,1404.5,,
0.970658777,5-16-2016,9,0,10,16.25,3.95,42.28,14.48,29.41,30.21,3441,,
0.819970348,3-27-2016,8,0,10,12.02,5.93,66.64,6,29.18,29.97,1723.25,,
0.058921164,02-01-2016,8,0.14,9.92,0.89,0.3,92,2.76,29.22,30.01,531,,
0.01562203,06-07-2016,16,0.53,10,23.4,8.13,36.68,12.72,29.07,29.86,2728.5,,
0.827409165,6-24-2017,8,0.28,10,20.76,15.4,70.48,10.96,29.23,30.02,797.5,,
0.511052801,2-18-2016,6,0.73,6.96,-0.5,-1.55,87.56,10.32,29.56,30.36,7.7,,
0.108062697,07-08-2016,14,0.75,10,29.44,22.2,67,8,29.08,29.9,3712.25,,
0.792625532,5-23-2016,16,0,10,27.28,5.68,22.64,9.92,29.16,29.95,2622,,
0.500270018,08-03-2017,12,0.14,10,29.33,21.04,56.6,12.72,29.16,29.95,4022,,
0.472015391,8-25-2017,8,0,10,18.15,12.34,68.08,8.04,29.43,30.23,1843.75,,
0.709474863,4-22-2017,8,0,10,8.8,3.1,68.24,21.32,29.33,30.13,1211.25,,
0.061845233,10-02-2016,9,1,8.73,16.06,15.14,86.46,1.96,29.31,30.1,393,,
0.840050618,3-16-2016,16,0.54,10,15.54,-1.35,30.48,21,29.05,29.84,2792.5,,
0.311343511,9-13-2017,8,1,6.55,17.64,16.49,91.14,4.32,28.99,29.78,195.58,,
0.07079093,1-19-2017,9,0.01,2.88,3.54,3.16,95.88,8.12,29.18,29.97,580,,
0.664909837,1-18-2017,13,0.83,10,4.56,2.58,82.52,6.44,29.33,30.13,1462.25,,
0.719829764,03-03-2017,14,0.42,10,2.23,-7.89,46.4,7.32,29.79,30.59,3982,,
0.388717815,9-21-2016,9,0,10,26.35,18.12,60.32,1.72,29.43,30.23,2739.75,,
0.285088146,10-05-2017,9,1,8.45,17.3,16.64,90.5,5.26,29.41,30.21,140.08,,
0.751625579,05-10-2017,7,0.16,5,16.17,13.5,87,6.04,29.16,29.95,901.25,,
0.712845088,07-12-2016,6,0.49,4.41,23.26,22.65,96.74,7.52,29.13,29.93,272.25,,
0.576983851,4-19-2017,13,0.3,10,26.96,16.98,21.06,10.36,8.52,30.03,0,,
0.008950754,4-23-2016,9,0.18,10,12.19,8.33,70.48,2.56,29.39,30.18,1229.75,,
0.215995297,5-20-2017,13,0.42,10,23.93,20.87,83.68,17.24,29.11,29.9,3480.75,,
0.04805875,08-01-2017,16,0.39,10,24.99,19.17,71.24,3.96,29.26,30.05,1434.5,,
0.674047208,5-21-2017,9,0.53,10,17.19,11.21,66.64,15.28,29.2,29.99,3192.75,,
0.884240393,5-24-2017,14,1,5.91,15.18,14.52,91,9.78,28.73,29.51,452.5,,
0.335630298,09-09-2016,14,1,10,25.1,21.87,80.92,6.52,29.12,29.91,1719.5,,
0.699662109,05-11-2016,16,0.44,10,19.67,17.28,84.65,12.61,29.12,29.92,90.83,,
0.460510378,02-03-2017,9,0.3,10,-6.16,-12.08,21.38,11.48,8.54,30.49,1530,,
0.274748631,10-24-2016,9,0,10,13.04,6.13,60.4,11.6,29.57,30.37,2610.75,,
0.279882599,11-23-2016,8,1,3.28,5.48,5.3,97.16,10.56,29.21,30.01,62.45,,
0.102344281,1-25-2017,15,1,10,5.62,2.85,78.58,15.61,28.8,29.58,158.75,,
0.733929602,05-10-2017,13,0.3,10,26.84,18.91,62,5.24,29.11,29.9,4224,,
0.810715416,2-22-2016,11,0.33,10,5.2,-0.47,64.74,9.22,29.36,30.16,3718.75,,
0.296401675,9-24-2017,8,0,10,25.32,19.34,69.88,0.24,29.31,30.11,1624.5,,
0.515013985,7-31-2016,9,0,10,24.31,21.1,77,6,29.22,30.04,3015.5,,
0.828754195,1-22-2017,14,1,2.28,8.13,7.96,98.17,11,28.76,29.54,605.5,,
0.938112225,2-19-2017,10,1,1.88,9.61,9.48,98.97,5.44,29.29,30.08,1229.5,,
0.603535108,7-17-2017,7,0,10,20.46,16.69,76.64,8.28,29.25,30.05,941.5,,
0.979655745,8-13-2016,15,1,10,25.26,22.22,78.92,9.48,29.11,29.9,1780.5,,
0.610195471,4-16-2016,7,0,10,16.18,7.84,57.6,6.68,29.47,30.27,770,,
0.911789199,3-25-2017,11,0.99,10,19.46,12.2,62.92,9.32,29.16,29.95,1808.75,,
0.875352351,6-30-2017,17,0.01,10,27.69,19.73,21.3,10.44,8.52,29.83,532.5,,
0.073217897,04-08-2016,10,1,8.08,5.5,2.6,82.72,20.48,29.08,29.87,829.5,,
0.462568139,08-10-2017,11,0.28,10,28.19,18.45,53.84,7.32,29.31,30.11,4150.25,,
0.36430539,04-10-2017,17,0.53,10,19.84,16.72,78,16.16,29.12,29.91,565,,
0.086156259,6-29-2016,15,0,10,24.71,9.48,25.62,5.44,15.45,30.1,3853.5,,
0.980068158,7-13-2016,6,0.53,3.15,23.2,22.73,97.78,5.7,29.18,29.97,258.25,,
0.860389899,9-23-2017,13,0.44,10,33.22,18.98,43.68,2.56,29.27,30.06,2956,,
0.319802405,6-21-2016,6,0.65,10,21.16,15.68,67.04,6,29.27,30.06,291.75,,
0.900001417,8-26-2016,10,0.48,10,26.73,22.58,79,7.04,29.36,30.15,2774.75,,
0.012868668,6-27-2017,13,0,10,23.42,7.56,35.48,2.68,29.34,30.13,1582.75,,
0.06164075,10-18-2016,11,1,10,25.32,19.83,70.81,16.15,28.96,29.75,1699.75,,
0.279488976,05-06-2016,7,0.14,10,13.02,7.32,64.11,7.68,29.25,30.04,922.25,,
0.664970139,6-21-2017,13,0.15,10,28.12,18.74,54.44,1.6,29.16,29.95,543,,
0.349269611,03-02-2016,7,0,10,-7,-9.93,74.28,5.32,29.39,30.19,1198.25,,
0.59228709,12-29-2016,7,0,10,-0.05,-2.09,82.56,12.72,29.14,29.93,143.26,,
0.6211588,8-23-2017,8,0,10,19.3,14.23,70,6.28,29.29,30.08,1964.5,,
0.652214648,9-29-2017,11,0,10,23.71,11.04,45.4,10.6,29.4,30.2,4337.5,,
0.30624319,08-05-2016,14,1,10,26.01,23.64,78.8,8.5,29.13,29.92,1384.5,,
0.376902232,02-04-2016,13,0,10,-1.19,-6.52,64.52,10.64,29.45,30.25,4278.25,,
0.758257298,8-27-2016,14,0.75,10,29.75,23.86,69.04,8.04,29.26,30.05,3100,,
0.092473817,08-01-2017,10,0.02,10,26.56,19.49,57.55,4.48,29.31,30.1,1719.75,,
0.198563596,8-29-2016,7,0.14,9.92,23.85,22.38,92.44,5,29.44,30.24,580,,
0.691624237,06-11-2016,14,0.41,10,33.07,18.68,40.12,13.33,29.21,30,4084.25,,
0.159083127,3-14-2016,11,1,6.61,13.56,12.51,95.51,6.65,28.92,29.71,1059,,
0.274356941,01-11-2017,9,0.31,7.04,1.48,0.37,88.7,12.31,29.13,29.92,473.5,,
0.906938473,6-13-2017,16,0.28,10,33.81,21.3,46.36,12.04,29.12,29.91,2594.5,,
0.15641363,10-25-2017,11,0.92,10,7.71,2.85,71.84,7.32,29.01,29.8,686,,
0.613502308,9-28-2016,13,0.99,10,15.37,8.29,60.16,14.68,29.14,29.93,2178.25,,
0.354837973,10-27-2016,14,1,10,10.69,7.41,80.72,7,29.45,30.25,376,,
0.399860352,06-01-2016,7,0.92,7.08,19.65,18.79,90.84,4.84,29.2,29.99,265.5,,
0.423725146,04-03-2016,13,0,10,17.3,3.77,40.28,24.48,29.05,29.84,4700.25,,
0.808936491,12-28-2016,7,0,10,-2.33,-3.5,90.64,6.08,29.31,30.1,0,,
0.632982945,02-03-2016,15,1,10,0.31,-0.77,88.58,19,29.08,29.88,353.75,,
0.333189846,06-01-2016,13,0.75,10,24.93,20.2,71.76,5.56,29.17,29.96,2899,,
0.705858047,07-02-2016,13,0.27,10,18.54,13.35,68.08,1.8,29.36,30.16,987.75,,
