Random,Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter),
0.7169741,4-21-2017,12,0,10,12.51,3.58,54.28,10.64,29.28,30.07,2561.75,,
0.469975995,6-21-2017,8,0.01,10,23.58,18.36,73.12,4.04,29.18,29.97,760.75,,
0.030042288,6-17-2016,12,0.21,10,28.4,16.94,45.82,10.47,29.24,30.03,4497.75,,
0.629271914,9-18-2017,7,0.04,9.88,20.22,17.15,83.28,6,29.3,30.09,278.25,,
0.269501532,10-07-2016,14,0,10,17.76,10,58.6,12.48,29.35,30.14,3152.5,,
0.910402161,3-16-2016,17,0.14,9.88,14.45,-1.46,32.52,18.84,29.06,29.85,1336.75,,
0.090614401,3-30-2016,9,1,10,11.39,3.45,58.68,17.32,29.13,29.92,544.75,,
0.665444756,03-05-2016,7,1,1.63,2.36,2.05,95.7,7.23,29.26,30.05,270.38,,
0.006522901,3-26-2017,9,1,8.4,14.73,12.98,86.53,12.08,29.08,29.87,1419.25,,
0.993733946,10-13-2016,11,0,10,11.98,4.32,58.2,3.8,29.53,30.33,4607.25,,
0.122133175,10-16-2016,14,1,10,22.61,19.48,75.68,7.96,29.12,29.91,1295,,
0.961264884,4-26-2016,16,0.46,9.96,18.11,10.2,60.15,14.04,28.99,29.78,162.13,,
0.24813982,5-30-2017,6,0.01,10,16.21,9.57,62.12,7.68,29.23,30.02,299,,
0.151313296,1-25-2017,12,1,7.12,6.31,4.52,82.76,19.72,28.76,29.54,424.5,,
0.777434641,2-13-2016,7,0,10,-14.93,-20.09,62.16,6.08,29.79,30.59,503,,
0.523338618,10-24-2016,15,0,8.08,16.34,4.35,43.56,6.08,29.55,30.35,1910.75,,
0.952483258,06-06-2017,9,0,10,21.72,10.24,48.84,14.68,29.22,30.01,3574.75,,
0.107315154,07-04-2016,16,1,10,24.21,21.34,82.84,0,29.07,29.86,1564,,
0.487878316,6-19-2017,16,0.29,10,27.13,10.85,34.88,18.76,29.11,29.9,1059,,
0.916242482,04-10-2017,6,0.99,9.63,17.56,11.48,63.81,15,29.1,29.89,66.75,,
0.978424844,4-13-2016,12,0,10,13.6,0.46,39.12,6.76,29.47,30.27,3926.5,,
0.696460705,2-24-2016,12,1,1.03,0.5,-0.08,92,29.57,28.66,29.44,273.25,,
0.796995474,09-11-2016,13,0.01,10,24.21,10.73,42.32,0.24,29.39,30.19,4475.25,,
0.167864455,5-23-2017,16,1,10,18.49,13.1,67.16,6.68,28.9,29.69,644.25,,
0.46685199,06-12-2016,6,0,10,24.99,19.2,71.44,7.6,29.28,30.07,303.75,,
0.036112911,1-28-2017,9,1,10,-0.82,-2.64,84.08,13.12,29.03,29.82,462.25,,
0.099528011,07-01-2017,14,0.62,10,28.31,16.31,46.2,13.2,29.2,29.99,1307.5,,
0.435250714,02-02-2016,16,1,4.68,12.79,11.72,95.2,17.96,28.71,29.49,115.5,,
0.692385361,07-03-2017,17,0.01,10,30.46,18.52,46.72,6,29.22,30.01,527.25,,
0.056629494,12-13-2016,8,0.11,1.55,-1.94,-2.86,27.4,7.59,10.05,30.14,16.44,,
0.831682484,06-12-2016,11,0,10,29.67,17.99,48.23,8,29.3,30.09,4043,,
0.050538771,8-29-2016,17,0,10,29.64,24.08,67.64,2.76,29.36,30.16,1347.75,,
0.416697365,06-04-2016,11,1,9.58,18.3,17.85,94.38,7.96,29.07,29.86,477.5,,
0.185528268,12-30-2016,15,0.14,10,2.46,-4.14,60.92,12.4,29.24,30.03,935,,
0.380269428,10-21-2017,15,0.01,10,24.99,15.44,56.36,14.44,29.24,30.03,2158.5,,
0.147380153,09-09-2016,16,1,7.34,24.67,23.52,92.94,4.56,29.07,29.87,354.5,,
0.142136621,07-11-2016,9,0.11,10,27.79,23.84,77.49,10.73,29.22,30.01,3005.25,,
0.777914829,10-01-2016,17,0.7,10,18.37,14.71,78.56,6.2,29.2,29.99,810.25,,
0.264783591,2-14-2016,11,1,1.12,-7.58,-9.21,85.38,16.96,29.4,30.2,749,,
0.182894452,9-21-2017,9,0,10,28.98,23.46,72.44,5.08,29.27,30.06,2701.75,,
0.886217608,08-04-2016,9,0,10,27.92,21.92,66.77,0,29.21,30,1958.75,,
0.908858891,07-07-2017,10,0.56,10,30.32,22.6,62.84,13.44,29.11,29.9,2403,,
0.398596056,4-17-2017,8,0,10,15.56,6.08,50.87,5.72,29.39,30.18,1159,,
0.664674248,5-20-2016,13,1,10,19.58,5.29,36.76,10.24,29.28,30.07,1408.75,,
0.312533105,1-28-2017,16,1,10,1.02,-1.56,80.45,13.36,29.02,29.81,46.1,,
0.573521579,06-10-2017,16,0,10,30.23,11.47,29.56,18.96,29.08,29.87,3029,,
0.029675885,1-13-2017,8,0,10,-5,-8.12,75.92,13.2,29.86,30.67,758.75,,
0.954449304,02-09-2016,16,1,3.84,-7.5,-10.8,76.26,18.68,29.14,29.94,184.88,,
0.814862987,10-16-2016,12,1,9.96,20.25,18.64,87.12,9.36,29.16,29.95,970.25,,
0.676280909,5-16-2017,9,0,10,26.45,16.86,54.12,18.76,29.1,29.89,3076.25,,
0.849395391,8-16-2016,16,0.01,10,27.68,22.62,71.44,3.12,29.29,30.08,1788.25,,
0.150013586,01-07-2017,16,0.96,10,-7.28,-11.27,67.64,12.2,29.74,30.54,83.08,,
0.570834615,06-04-2017,8,0,10,27.67,19.78,61.44,10.04,29.14,29.93,1902,,
0.02706807,11-30-2016,6,0,10,0.91,0.21,88.04,5.36,28.87,29.65,1.85,,
0.766544209,2-26-2016,6,0,10,-3.15,-4.36,84.16,7,29.46,30.26,67.42,,
0.139375249,04-10-2017,11,0.29,9.85,19.02,13.81,67.03,21.41,29.12,29.91,687.5,,
0.13498405,9-13-2017,6,1,10,17.66,15.55,84,4.44,28.98,29.77,1.32,,
0.505455911,2-28-2016,16,0.04,10,16.05,9.1,21.38,20.08,8.51,29.54,18.88,,
0.584268398,3-17-2016,8,0,10,9.44,1.43,57.12,14.8,29.14,29.93,1584.75,,
0.942857134,9-21-2017,6,0,4.68,21.01,20.74,96.72,1.2,29.23,30.02,10.85,,
0.139854612,05-09-2017,10,0.14,10,21.18,14.48,66.56,6.52,29.1,29.89,3969,,
0.669399522,5-31-2016,15,0.04,9.85,28.84,15.41,22.35,7.23,9.3,29.93,2638.75,,
0.140459965,6-16-2016,8,0.28,10,25.27,19.62,70.28,9.48,29.05,29.84,2138,,
0.493867253,06-08-2016,14,0,10,24.64,5.99,29.04,6.4,29.21,30,4217.5,,
0.779665241,11-01-2016,8,0,10,18.75,14.7,71.92,11.76,29.18,29.97,559.5,,
0.382745655,10-20-2017,8,0,10,16.29,12.54,79.04,6.2,29.44,30.24,1256,,
0.524277702,6-13-2016,17,0,10,30.97,17.2,39,0,29.06,29.88,1681.5,,
0.33295757,8-24-2016,15,0.43,10,29.37,24.55,72.88,12.16,29.19,29.98,2663,,
0.546912776,08-06-2017,13,1,10,21.76,18.03,80.92,7.32,29.23,30.02,1883.5,,
0.407927188,5-28-2017,7,0.59,6.71,19.33,18.14,89.11,1.95,28.95,29.74,655.25,,
0.887358523,6-16-2017,14,0.53,10,30.81,19.97,49.48,10.6,29.03,29.82,0,,
0.295011817,5-18-2017,16,0.31,9.96,30.29,15.51,40.89,12.92,29.06,29.85,1074.75,,
0.405444393,10-07-2017,17,0.82,9.04,16.8,15.15,89.88,14.08,28.87,29.65,35,,
0.622334755,9-27-2016,10,0,10,21.83,3.11,27.96,15.44,29.12,29.91,4046.75,,
0.081680031,9-13-2017,12,0.99,10,20.9,17.27,80.73,0.23,28.97,29.76,2421.75,,
0.97881049,09-12-2017,7,0,10,14.44,12.17,83.64,8.36,29.2,29.99,297.5,,
0.097895138,04-12-2016,10,0,10,7.71,-3.56,44.72,8.72,29.57,30.37,4497.75,,
0.819641075,10-21-2017,14,0.28,10,24.65,15.28,56.96,15.76,29.27,30.06,1171.75,,
0.223699853,2-27-2016,8,0,7.88,0.65,-0.89,85.48,9.28,29.29,30.08,2483.75,,
0.739184712,09-05-2016,16,0.52,10,31,23.24,60.64,8.12,29.27,30.06,2193.75,,
0.969916773,9-29-2016,17,0.03,10,18.75,15.16,21.34,11.76,8.53,30.14,737.75,,
0.163780231,6-24-2016,14,0.5,10,28.05,19.56,45.89,3.44,22.36,30.07,3301.75,,
0.840696324,09-08-2016,11,0.85,9.58,24.62,24.3,95.85,5.73,29.15,29.94,571.25,,
0.719274496,11-01-2016,14,0,10,25.96,14.61,46.56,14.88,29.15,29.94,3046.25,,
0.456600389,03-02-2016,8,0,10,-5.15,-10.15,64.8,6.72,29.42,30.22,2782,,
0.481466728,7-29-2016,15,0.44,10,26.86,20,63,9,29.08,29.9,2857.5,,
0.93025638,3-25-2017,9,0,10,17.96,14.28,75.44,17.04,29.16,29.95,625.75,,
0.360836125,2-18-2017,7,0,10,6.18,3.83,78.8,6.48,28.97,29.76,264.5,,
0.885679257,7-23-2017,6,0.29,9.92,24.76,24.48,71.2,8.36,22.22,29.86,60.86,,
0.1187196,03-09-2017,7,0,10,2.72,-3.06,66.36,8.44,29.34,30.14,1226,,
0.529565252,07-10-2017,10,0.9,10,22.56,19.5,76.96,8.92,29.07,29.86,252.5,,
0.68684501,8-14-2016,7,0,9.96,20.72,20.12,89.16,0.96,29.26,30.05,388.25,,
0.958698968,04-02-2016,11,0.98,10,9,-1.26,49.72,37.28,28.87,29.65,3880.25,,
0.35648511,7-26-2017,11,0,10,28.65,22.95,71.36,6.72,29.28,30.07,3781.75,,
0.314781607,5-14-2017,12,0,10,28.07,11.16,32.92,17.76,29.12,29.91,4624.5,,
0.472375874,09-01-2017,15,0,10,20.86,11.99,54.04,14.68,29.29,30.08,3618,,
0.374065965,11-19-2016,15,1,10,3.16,-3.5,61.08,21.4,29.48,30.28,231.75,,
0.747296924,7-28-2016,8,0.75,10,21.8,20,90,5,29.1,29.92,135.53,,
0.327087525,04-01-2017,15,0.14,10,13.79,4.4,51.08,6.2,29.39,30.19,3347.25,,
0.09284309,5-25-2016,17,0,10,27.85,17.48,53.28,15.68,29.12,29.91,1326.5,,
0.812477222,09-01-2016,15,0.39,10,23.91,14.6,55.2,16.6,29.34,30.14,3054.75,,
0.662523331,6-27-2017,9,0,10,20.49,8.45,45.6,2.56,29.38,30.18,1168.25,,
0.905535168,6-26-2016,14,0.85,9.28,30.85,24.64,67.93,9.64,29.19,29.99,3279.5,,
0.05645327,08-09-2017,9,0,10,24.49,14.27,51.84,6.36,29.43,30.23,3030.25,,
0.437264047,02-07-2016,8,0,10,2.96,-0.76,71.08,16.6,29.15,29.94,1249.5,,
0.664288407,9-15-2017,8,0,9,21.36,18.95,85.28,6.08,29.27,30.06,1746.75,,
0.982240593,7-29-2016,7,0.84,2.5,21.77,21.12,96.6,4.6,29.12,29.94,783,,
0.035620162,4-24-2017,14,0,10,25.05,-1.95,15.6,12.12,29.04,29.83,4548.25,,
0.252731528,3-21-2016,15,0,10,11.49,-2.72,36.28,12.76,29.31,30.11,4042.25,,
0.938265242,8-21-2016,10,0.43,10,21.64,16.14,69.08,9.96,29.19,29.98,3934.75,,
0.6592526,3-17-2017,14,1,7.85,10.47,8.54,88.58,8.57,29.18,29.97,845.5,,
0.033110456,5-26-2017,6,0,4.68,15.11,13.73,90.96,5.12,29.07,29.86,336,,
0.882514516,3-13-2016,11,1,6.61,15.17,14.85,97.77,7.11,28.94,29.73,666.25,,
0.381472158,11-11-2016,17,0.28,10,7.76,2.36,65.6,13,29.54,30.34,0,,
0.520370863,09-11-2016,6,0,10,11.81,12.43,94.92,1.08,29.42,30.22,30.25,,
0.340797469,3-23-2016,9,0,10,17.06,10.08,61.72,21.2,29.01,29.8,2761.5,,
0.024619644,3-25-2016,14,0.9,10,6.64,0.81,64.12,0.38,29.28,30.07,2953.25,,
0.95912248,9-16-2017,16,0.01,10,30.74,15.53,38.84,3.52,29.25,30.04,2408.25,,
0.014050681,2-27-2016,16,0,10,11.57,3.45,56.2,14.8,29.15,29.94,1197.25,,
0.716963743,03-06-2016,14,0,10,12.07,3.78,55,20.68,29.3,30.09,2315.75,,
0.854601428,2-18-2017,12,0,10,17.81,5.58,42.96,12.36,28.97,29.76,2747.75,,
0.619024535,04-11-2017,16,0.62,10,13.79,5.54,54.76,8.08,29.44,30.24,2125.5,,
0.707594606,02-11-2016,7,0,10,-12.14,-15.65,68.47,8.56,29.48,30.28,542.25,,
0.998410519,9-24-2016,10,0,8.04,26.87,20.33,66.28,5.64,29.36,30.15,3473,,
0.299116153,5-15-2016,13,0.01,10,13.08,-1.24,37.64,12.8,29.37,30.17,4491.25,,
0.280934265,07-07-2017,8,0,10,28.18,22.95,71.36,11.76,29.13,29.92,701.75,,
0.165461789,8-23-2017,14,0.3,10,24.72,10.79,39,9.68,29.26,30.05,3436.5,,
0.364171661,7-14-2016,7,0,10,22.18,20.37,85.92,7.92,29.16,29.95,755.75,,
0.606626756,5-22-2017,11,0,10,20.74,10.18,49,12.08,29.27,30.06,4716.25,,
0.509101512,7-27-2016,11,0,10,27.98,21.1,65,6,29.21,30.03,4292.25,,
0.35806773,3-28-2017,17,1,10,10.56,6.05,75.6,11.32,29.33,30.12,456.25,,
0.594594564,3-28-2016,10,0.97,10,8.88,3.42,66.69,12.65,29.32,30.12,3076.25,,
0.758812206,5-26-2017,14,0.55,10,25.63,18.2,64.24,15.08,28.98,29.77,2385.75,,
0.874493526,4-21-2017,13,0,10,13.15,3.68,50.44,10.68,29.27,30.06,2296,,
0.454341361,2-23-2017,11,0.91,9.88,14.54,11.7,79.32,2.04,28.98,29.77,842.25,,
0.888548179,7-28-2016,16,0.22,10,25.58,22.5,77,1.5,29.07,29.89,525.75,,
0.152876652,7-13-2016,11,0.01,10,27.49,24.03,85,9.96,29.15,29.94,2254.75,,
0.518711859,4-26-2017,12,0.83,10,25.5,13.08,45.04,14.47,28.75,29.53,2896.25,,
0.071435138,9-17-2017,13,0.7,10,31.23,19.17,47.64,7.72,29.25,30.04,3665.5,,
0.69761942,1-17-2017,12,1,9.04,5.99,5.65,93.8,16.16,29.13,29.92,331.75,,
0.606725664,6-13-2017,14,0.4,10,33.85,21.54,47.04,11.12,29.14,29.93,2484.5,,
0.409624473,7-26-2017,12,0.02,10,29.45,23.4,70.08,6.64,29.27,30.06,3268.75,,
0.636704825,3-19-2016,6,1,10,2.08,0.67,85.84,9.28,29.33,30.12,0,,
0.950123506,8-27-2017,11,0.38,10,25.49,15.12,53.16,5.4,29.33,30.12,4134,,
0.438942487,2-27-2017,17,0.29,10,12.47,3.74,20.83,8.84,8.53,30.07,101.11,,
0.663066944,3-26-2017,16,1,10,13.87,10.92,78.64,12.12,29.08,29.87,736.5,,
0.92525367,08-07-2017,11,1,10,22.74,16.92,66.32,5.68,29.26,30.05,1949.25,,
0.981934152,6-25-2017,8,0,10,20.27,9.42,48.92,10.28,29.37,30.17,810.75,,
0.100699692,5-22-2016,13,0.14,10,28.5,5.63,22.36,11.72,29.23,30.02,4393.5,,
0.72530591,07-11-2017,13,0.17,10,24.14,22.34,89.04,3.12,29.19,29.98,640.25,,
0.715172789,02-06-2017,16,1,0.01,6.59,6.68,98.56,8.68,29,29.79,72.55,,
0.901043596,06-06-2017,12,0,10,24.71,8.24,32.96,13.12,29.19,29.98,4719.75,,
0.370533278,2-25-2016,13,1,10,1.91,-2.3,70.92,15.57,29.23,30.02,2038.75,,
0.353496829,02-12-2017,7,0.8,4.72,2.84,2.07,93.68,11.84,29.27,30.06,149.03,,
0.314843331,11-09-2016,12,0.44,10,12.18,6.66,64.96,11.32,29.52,30.32,3875,,
0.095850112,06-04-2016,9,1,5.24,17.05,16.93,95.72,10.04,29.1,29.89,244.75,,
0.411958866,03-12-2017,16,0,10,2.63,-12.4,31.16,7.44,29.52,30.32,1984,,
0.566737782,07-12-2017,8,0,10,27.34,23.26,77.08,14.04,29.19,29.98,2009.5,,
0.270966141,6-30-2017,8,0.81,10,25.98,23.25,80.85,9.3,29.09,29.88,596,,
0.616266415,04-10-2016,14,1,8.41,10.56,9.44,90.03,18.18,29,29.79,280,,
0.828177102,1-14-2017,8,1,2.91,-0.71,-1.31,95.23,2.67,29.67,30.47,68.08,,
0.398161616,4-22-2016,14,0.96,9.96,14.21,10.14,77.6,14.36,29.26,30.05,4655.75,,
0.149371267,8-15-2016,11,1,1.26,22.34,22.41,98.43,2.46,29.24,30.03,386.75,,
0.401624399,7-27-2016,9,0,10,26.5,21.1,72,7,29.2,30.02,3025.25,,
0.494537571,10-12-2017,13,1,7.84,16.79,15.6,93.74,6.46,29.34,30.13,1036,,
0.837489231,10-17-2017,15,0,10,20.41,5.03,36.48,11.76,29.39,30.19,2996.5,,
0.698658816,3-13-2016,10,1,5.04,14.52,14.05,99.77,6.46,28.96,29.75,500.75,,
0.738690195,12-02-2016,10,1,9.89,3.84,1.6,82.77,10.61,29.42,30.22,832.25,,
0.929118086,08-10-2017,14,0.29,10,29.07,18.01,47.56,8.36,29.26,30.05,3090.75,,
0.712500435,11-02-2016,17,0.45,7.4,20.19,18.09,89.23,16.03,29.3,30.1,61.46,,
0.12045644,01-05-2017,11,1,8.85,-10.9,-14.23,74.72,6.21,29.28,30.08,135.2,,
0.044016746,10-21-2016,16,0.01,10,12.29,3.02,51.56,10.56,29.34,30.13,1612.75,,
0.66220997,02-11-2016,10,0,10,-7.91,-15.4,52.64,7.4,29.53,30.33,4471.25,,
0.121977039,08-05-2016,8,0,10,25.28,21.1,77,0,29.12,29.94,1921.5,,
0.76325626,5-22-2016,16,0.03,10,28.75,5.28,22,14.8,29.19,29.98,1609.5,,
0.197318253,12-05-2016,8,1,9,0.66,-0.01,93.16,8.36,29.27,30.06,33.03,,
0.067511456,05-07-2017,13,0,10,16.33,3.45,42.4,8.44,29.24,30.03,4713.25,,
0.067749391,3-29-2017,11,0,10,14.17,3.25,46.28,17.32,29.34,30.14,3596.25,,
0.739798875,10-10-2017,10,0.91,10,21.05,17.83,82.72,12.76,29.29,30.08,1100,,
0.913349685,1-23-2017,8,1,7.92,3.71,2.94,91.73,16.46,28.95,29.74,195.58,,
0.009041258,4-16-2017,9,0.84,10,17.14,16.06,89.76,14.32,29.22,30.01,651.25,,
0.374250815,2-15-2016,6,1,5,-4.1,-4.52,94.72,6.76,29.13,29.92,0.95,,
0.569624142,6-17-2017,16,0.72,10,30.12,20.77,53.4,10.04,28.88,29.67,898.25,,
0.412983342,05-01-2016,8,1,3.54,12.48,12.5,97.54,6.89,29.15,29.94,874.75,,
0.944906226,1-16-2017,9,1,0.17,2.33,2.12,98.56,7.12,29.41,30.21,309.25,,
0.907618133,04-11-2017,9,1,10,11.06,7.99,82.24,8.34,29.43,30.23,1642.25,,
0.99123795,02-09-2016,12,1,2.62,-7.47,-10.37,77.75,19.63,29.08,29.87,1352.5,,
0.324088596,6-21-2016,10,0.03,10,25.96,14.55,48.6,9.04,29.28,30.07,3819,,
0.757817369,07-09-2017,10,0.71,10,27.5,15.34,46.84,6,29.3,30.09,3223.75,,
0.88262435,5-19-2016,10,0,10,19.42,3.48,33.28,4.68,29.41,30.21,3991.25,,
0.512542898,07-01-2016,12,0.44,10,24.46,14.68,52.16,9.28,29.29,30.08,3634.5,,
0.743533875,9-22-2016,15,0,10,31.52,14.69,34.28,7.24,29.2,29.99,2161.75,,
0.432495239,11-18-2016,9,0.52,10,17.95,11.79,65.16,21.8,29.08,29.87,2108.25,,
0.482152913,10-20-2017,6,0,10,9.86,9,93.68,2.84,29.42,30.22,0,,
0.579906772,07-02-2016,17,1,9.96,18.37,12.81,65.84,2.12,29.34,30.14,554.75,,
0.703472897,9-17-2016,17,0,10,25.03,15.33,51.84,6.04,29.17,29.96,1055.5,,
0.320151629,07-03-2017,14,0,10,31.43,18.03,43.56,5.72,29.23,30.02,1442.5,,
0.318694227,8-18-2017,14,0,10,28.99,16.59,45.16,8,29.12,29.91,3799.75,,
0.203638971,08-12-2016,8,0.43,10,27.58,25.55,85.12,10.36,29.1,29.89,1595.25,,
0.283427837,02-09-2017,7,0,10,-13.91,-16.71,78.56,7.36,29.48,30.28,18.75,,
0.968466396,3-31-2016,9,1,10,17.32,15.36,87.96,16.84,28.66,29.44,1068.25,,
0.653158698,10-02-2016,15,1,10,21,13.28,59.64,6.48,29.27,30.06,773.75,,
0.974076688,1-29-2017,6,1,10,-2.23,-5.04,77.76,6.72,29.03,29.82,0,,
0.510172475,08-12-2016,11,0.33,10,29.51,25.44,75.69,9.19,29.08,29.88,3145.5,,
0.36777788,5-15-2017,6,0,10,17.3,14.1,80.88,0.12,29.18,29.97,223.73,,
0.623981992,03-01-2017,12,1,8.96,5.89,3.98,83.8,32.16,28.95,29.74,482,,
0.012090811,07-06-2016,14,0,10,28.11,22.79,69.89,3.55,29.07,29.86,2645.5,,
0.651226293,02-10-2016,8,0,10,-11.7,-15.46,70.24,14.6,29.28,30.07,1287.25,,
0.699845681,3-17-2017,17,0.14,7.08,12.41,9.83,83.64,5.84,29.21,30,924,,
0.800437137,10-10-2016,11,0,9.7,22.7,9.32,41.6,3.2,29.53,30.33,3740.75,,
0.449246589,07-01-2017,13,0.73,10,28.29,16.73,47.72,10.04,29.2,29.99,1351.75,,
0.51398974,05-02-2016,13,0.99,10,13.43,9.38,73.85,8.62,29.23,30.02,2677,,
0.714639683,08-03-2017,10,0.39,10,28.48,21.37,62.15,9,29.21,30,3579.5,,
0.735685663,6-14-2017,15,0.14,9.96,30.89,20.65,45.96,20.68,29.04,29.83,3188.5,,
0.402703961,4-13-2016,11,0,10,12.82,1.07,43.72,7.8,29.48,30.28,2630.75,,
0.661402047,4-30-2017,16,0.07,9.08,19.14,18.89,25.36,12.92,9.28,29.66,649.75,,
0.532417695,10-01-2016,11,0.99,10,17.94,15.37,84.81,6.27,29.22,30.01,1466.25,,
0.793135272,1-14-2017,9,1,1.87,-0.59,-1.13,95.23,0,29.68,30.48,107.03,,
0.659512649,10-24-2017,6,1,9.04,8.04,5.46,84.68,14.6,28.87,29.65,0,,
0.430460336,10-22-2017,14,1,9.24,20.81,17.55,80.82,17.32,29.18,29.97,262,,
0.174993655,08-01-2016,16,0.19,10,28.24,21.1,65,7,29.21,30.03,2724.25,,
0.215130673,5-17-2016,11,0.91,10,14.56,8.06,62.2,8.56,29.41,30.21,2173.5,,
0.152125911,02-11-2017,7,0,10,3.32,3.52,90.16,1.96,29.08,29.88,298.73,,
0.832672629,9-21-2017,10,0,10,31,23.72,65.64,6.6,29.27,30.06,3504.5,,
0.752765743,11-04-2016,16,0,10,14.39,6.76,58.32,5.76,29.6,30.4,1107,,
0.244473809,10-10-2016,14,0,10,24.75,6.53,29.96,3.2,29.46,30.26,3597.5,,
0.407123407,10-27-2017,15,0.91,10,6.11,-1.6,57.56,15.08,29.1,29.89,1651.25,,
0.098582409,7-25-2017,10,0,10,24.8,17.48,62.2,7.32,29.39,30.19,4015.25,,
0.421854012,12-14-2016,10,1,10,-7.76,-13.73,58.56,9.28,29.47,30.27,183.15,,
0.402101172,5-28-2017,8,1,6.92,20.5,19.21,89.88,6.16,28.95,29.74,1020.25,,
0.357893667,7-14-2017,6,0.01,10,21.23,19.51,87.96,8.6,29.31,30.11,307.25,,
0.543925374,03-07-2017,9,0.49,10,8.64,4.39,71.64,19.72,29.17,29.96,3238.75,,
0.241832642,06-07-2016,17,0.43,10,22.96,7.85,37.2,10.24,29.07,29.86,1908,,
0.494820647,6-28-2016,17,0.31,10,24,15.36,58.64,11.8,29.31,30.11,1870.25,,
0.695356013,04-03-2016,11,0,10,12.53,1.11,46.2,20.64,29.15,29.94,4695.25,,
0.810279166,06-03-2017,12,0.16,10,31.03,12.78,30.88,3.72,29.23,30.02,4154,,
0.543975143,10-16-2017,17,0,10,14.7,4.89,52.2,3.8,29.46,30.26,436.4,,
0.220228751,9-30-2017,8,0,10,14.16,9.43,73.16,10.96,29.61,30.41,1784.25,,
0.736097135,12-11-2016,7,0.04,10,0.11,-4.08,21.42,8.88,8.53,30.05,5.16,,
0.544735355,1-21-2017,13,0,10,16.58,11.66,70.84,14.48,28.72,29.5,3591,,
0.73235639,9-25-2016,6,0.32,2.22,18.7,18.23,97.77,3.88,29.31,30.1,6.55,,
0.063577036,8-30-2016,7,0.38,9.62,22.92,20.89,87.04,10.35,29.39,30.18,574.5,,
0.437094063,08-08-2017,14,0.14,10,26.56,13.18,42.28,5.44,29.39,30.18,4318.25,,
0.046009113,7-17-2017,15,0.42,10,28.46,17.91,49.64,3.16,29.22,30.01,3624.5,,
0.573817466,3-31-2016,13,0.27,7.93,17.11,14.98,30.76,22.28,11.25,29.4,277.9,,
0.557889717,4-20-2016,12,0.92,9.04,22.86,7.51,35.88,17.52,29.22,30.01,1737,,
0.071622629,5-26-2016,11,0,10,23.93,18.96,82.08,9.2,29.14,29.93,2202.5,,
0.170314258,07-11-2016,13,0.75,10,29.8,22.2,63,14,29.18,30,3581,,
0.867725042,11-09-2016,17,0,10,8.54,5.1,72.28,5.4,29.5,30.3,0,,
0.528062286,11-14-2016,9,0,10,9.86,4.09,64.52,8.08,29.2,29.99,1959.25,,
0.970165426,10-30-2016,15,0.45,10,16.25,9.81,64.28,13.72,29.36,30.16,1750.75,,
0.813903738,3-31-2017,12,1,8.96,5.5,4.32,92.72,14.04,29.06,29.85,576.75,,
0.2192652,07-05-2016,13,0.64,10,28.33,22.06,66.92,6.16,29.14,29.93,3904.75,,
0.371084647,9-17-2016,10,0.75,10,24.62,19.91,73.69,9.35,29.19,29.98,3363.75,,
0.49415382,03-04-2017,8,0,10,1.84,-6.38,53.16,18.64,29.7,30.5,2631,,
0.257392566,8-19-2016,17,0,10,27.26,22.69,73.28,7.32,29.08,29.87,1461.25,,
0.210156765,1-27-2017,7,1,10,-1.11,-3.14,82.8,11.84,29.18,29.97,34.23,,
0.865440454,3-22-2017,8,0,10,-0.76,-8.58,56.96,16.16,29.73,30.53,1869.25,,
0.367041795,6-22-2017,11,0.99,10,28.5,22.33,67,15.61,29.08,29.88,908.75,,
0.387293814,09-01-2017,6,0,10,13.31,10.96,86.64,13.36,29.3,30.1,50.12,,
0.974840295,6-20-2017,14,0.02,10,30.34,11.98,27.65,13.8,22.26,29.93,1120.75,,
0.128436,3-29-2017,7,1,9.96,8.86,7.28,90.04,16.96,29.36,30.16,158.63,,
0.011063224,03-02-2017,6,0.47,10,-0.13,-1.04,87.56,11.72,29.39,30.19,88.68,,
0.769988037,4-19-2017,14,0.01,10,27.15,17.14,21.02,11.96,8.52,30.02,385.5,,
0.115681834,10-26-2017,17,0,10,15.2,7.41,60.96,12.12,28.87,29.65,192.53,,
0.880560598,08-01-2016,15,0.19,10,28.22,20.6,61,7,29.21,30.03,3060.25,,
0.272145067,9-18-2017,10,0,10,25.42,19.83,72.76,1.84,29.29,30.08,2965.25,,
0.731946694,5-15-2017,10,0,10,27.24,13.36,39.88,6.76,29.17,29.96,4132.75,,
0.29803504,3-26-2016,15,0,10,16.18,3.08,42.04,12.72,29.28,30.07,4026.25,,
0.72986316,09-03-2017,13,0.54,10,27.36,15.08,45.28,5.16,29.25,30.04,3973.75,,
0.664374318,7-19-2017,14,0.62,10,31.72,25.33,66.72,4.08,29.3,30.09,3891.75,,
0.065255143,05-07-2017,14,0,10,17.21,2.91,37.56,9.8,29.23,30.02,4682.75,,
0.494068733,6-29-2017,12,0.43,9.96,30.04,18.76,51.08,14.32,29.11,29.9,1000.25,,
0.229152988,4-28-2017,17,1,5.64,13.15,12.76,92.88,10.6,29.05,29.84,200.75,,
0.297193999,7-30-2017,12,0.43,10,27.41,13.2,39.64,3.52,29.4,30.2,4012.5,,
0.582568903,7-17-2017,17,0.28,10,28.08,17.82,50.44,3.32,29.22,30.01,1467,,
